property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property,log_price,price_bin
Duplex,Centre,Badalona,395000.0,90,2,1,3,1974.1209677419356,1,1,1,0,0,0,0,0,0,1,1,1.5998317954426178,3.140219810596927,2.866960588752642,12.88664104388326,301k-1.5M
Duplex,Other,Badalona,385000.0,77,2,2,0,2023.0,1,1,0,0,1,0,0,0,0,1,1,1.5998317954426178,4.367615143477212,2.866960588752642,12.86099861326992,301k-1.5M
Duplex,Port,Badalona,465000.0,127,3,2,3,2007.5,1,1,1,1,1,0,0,0,0,1,1,1.5998317954426178,5.284765632245739,2.866960588752642,13.049792684569493,301k-1.5M
Flat / apartment,Bufalà,Badalona,165000.0,53,1,1,0,2000.0,1,1,0,0,1,0,0,0,0,0,1,1.5998317954426178,3.186473793954524,2.0306348219860992,12.013700752882718,81k-300k
Flat / apartment,Other,Badalona,83500.0,70,2,1,3,1966.7777777777776,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,1.0192465359574112,2.0306348219860992,11.332601910838946,81k-300k
Flat / apartment,Other,Badalona,105300.0,63,3,1,2,1984.7,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,2.255895828309621,2.0306348219860992,11.564568698122066,81k-300k
House,Badalona,Badalona,625000.0,200,5,3,3,1975.8039215686276,0,0,1,1,1,0,1,1,1,1,1,1.5998317954426178,5.583817536309844,3.551799764176225,13.34550692871854,301k-1.5M
Flat / apartment,Gorg - Progrés,Badalona,117100.0,100,3,1,0,1979.52,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,2.780004080799837,2.0306348219860992,11.670783549585808,81k-300k
Flat / apartment,Bufalà,Badalona,86000.0,40,1,1,0,1979.0,1,0,0,0,1,1,0,0,0,0,0,1.5998317954426178,3.186473793954524,2.0306348219860992,11.362102575235644,81k-300k
Flat / apartment,La Salut,Badalona,89990.0,53,2,1,0,1975.8481012658228,1,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,2.95560987234748,2.0306348219860992,11.407453832027992,81k-300k
Flat / apartment,La Salut - Lloreda - Sistrells,Badalona,103000.0,71,3,1,1,1967.1666666666667,0,1,0,0,1,0,0,0,0,0,1,1.5998317954426178,1.3880428052841844,2.0306348219860992,11.542484267211773,81k-300k
Flat / apartment,La Salut - Lloreda - Sistrells,Badalona,89000.0,79,3,1,1,1966.0,1,0,0,0,1,0,0,0,0,0,0,1.5998317954426178,1.3880428052841844,2.0306348219860992,11.396391648714276,81k-300k
Flat / apartment,La Salut - Lloreda - Sistrells,Badalona,115000.0,79,3,2,0,1967.1666666666667,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,1.3880428052841844,2.0306348219860992,11.652687407345388,81k-300k
House,Badalona,Badalona,715000.0,403,5,3,0,1977.0,0,0,1,0,1,0,1,1,1,0,1,1.5998317954426178,5.583817536309844,3.575666232791755,13.480037821676143,301k-1.5M
Flat / apartment,La Salut,Badalona,106000.0,65,2,1,2,1975.8481012658228,1,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,2.95560987234748,2.0306348219860992,11.571194373094205,81k-300k
Flat / apartment,Progrés-Pep Ventura,Badalona,455000.0,106,3,2,1,1975.0,1,1,1,1,1,0,0,0,0,1,1,1.5998317954426178,2.816732481311792,2.0306348219860992,13.028052697933088,301k-1.5M
Flat / apartment,Other,Badalona,145000.0,100,2,1,5,1984.7,1,0,1,0,1,0,0,0,0,0,1,1.5998317954426178,2.255895828309621,2.0306348219860992,11.884489021402713,81k-300k
Flat / apartment,La Maternitat i Sant Ramon,Barcelona,550000.0,109,4,2,4,1987.0,1,1,0,1,1,0,1,0,0,1,1,3.086356414343004,5.568266216542079,2.0306348219860992,13.217673557208654,301k-1.5M
House,La Maternitat i Sant Ramon,Barcelona,598000.0,176,5,2,2,1933.0,0,0,1,1,1,0,0,0,0,0,1,3.086356414343004,5.568266216542079,3.551799764176225,13.301346032932768,301k-1.5M
Flat / apartment,La Maternitat i Sant Ramon,Barcelona,800000.0,100,4,1,2,1975.65,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.568266216542079,2.0306348219860992,13.592367006650065,301k-1.5M
Flat / apartment,Other,Barcelona,625000.0,88,3,2,2,1969.375,1,1,1,0,0,0,0,0,0,1,1,3.086356414343004,9.164290330359297,2.0306348219860992,13.34550692871854,301k-1.5M
Flat / apartment,Other,Barcelona,290000.0,62,1,1,4,1977.0,0,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.359907161803713,2.0306348219860992,12.577636201962656,81k-300k
Flat / apartment,Other,Barcelona,246000.0,61,1,1,1,1968.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,1.9698577284784184,2.0306348219860992,12.4130868149145,81k-300k
Flat / apartment,Other,Barcelona,133000.0,67,3,1,1,1970.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,1.9698577284784184,2.0306348219860992,11.79810440720389,81k-300k
Flat / apartment,Other,Barcelona,103500.0,55,1,1,1,1974.5,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,1.9698577284784184,2.0306348219860992,11.54732689168756,81k-300k
Flat / apartment,Other,Barcelona,114000.0,44,2,1,4,1963.0,1,0,0,0,1,1,0,0,0,0,0,3.086356414343004,1.9698577284784184,2.0306348219860992,11.643953727376632,81k-300k
Flat / apartment,El Besòs,Barcelona,102000.0,51,3,1,0,1972.5466666666664,1,0,0,0,1,1,0,0,0,0,0,3.086356414343004,2.560272570415858,2.0306348219860992,11.532728092266408,81k-300k
Flat / apartment,El Besòs,Barcelona,84000.0,54,2,1,5,1961.0,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,2.560272570415858,2.0306348219860992,11.33857207782545,81k-300k
Flat / apartment,El Besòs,Barcelona,239000.0,57,3,1,4,1963.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.560272570415858,2.0306348219860992,12.384218830913648,81k-300k
Flat / apartment,Sant Martí,Barcelona,115000.0,54,2,1,5,1973.7735849056603,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,11.652687407345388,81k-300k
House,Sant Martí,Barcelona,280000.0,140,4,2,2,1960.0,0,0,1,0,1,0,1,0,0,1,1,3.086356414343004,4.371079205477762,3.551799764176225,12.542544882151386,81k-300k
Flat / apartment,Sant Martí,Barcelona,120400.0,67,2,1,3,1973.7735849056603,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,11.698574811856858,81k-300k
Flat / apartment,Les Corts,Barcelona,590000.0,111,4,2,1,1975.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.287877815881902,301k-1.5M
Flat / apartment,Les Corts,Barcelona,420000.0,79,3,1,5,1965.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,7.1237893952033104,2.0306348219860992,12.948009990259552,301k-1.5M
Flat / apartment,Les Corts,Barcelona,280000.0,50,2,1,1,1928.0,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,7.1237893952033104,2.0306348219860992,12.542544882151386,81k-300k
Flat / apartment,Les Corts,Barcelona,259000.0,76,2,1,0,1968.2851063829787,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,12.464583340681674,81k-300k
Flat / apartment,Les Corts,Barcelona,335000.0,58,3,1,2,1959.0,0,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,12.721885810807205,301k-1.5M
Flat / apartment,Verdun,Barcelona,140000.0,41,2,1,1,1979.0,0,0,0,1,1,0,0,0,0,1,1,3.086356414343004,1.6693961900168797,2.0306348219860992,11.84939770159144,81k-300k
Flat / apartment,Nou Barris,Barcelona,150000.0,45,2,1,1,1953.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.918390573078392,81k-300k
Flat / apartment,Nou Barris,Barcelona,168000.0,44,2,1,2,1979.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,12.031719258385396,81k-300k
Duplex,Nou Barris,Barcelona,237000.0,175,4,2,4,1966.0,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,1.827804765125539,2.866960588752642,12.375815420117268,81k-300k
Flat / apartment,Nou Barris,Barcelona,117000.0,48,3,1,1,1971.581818181818,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.669929213779891,81k-300k
Flat / apartment,El Camp de l'Arpa del Clot,Barcelona,231000.0,60,3,1,1,1969.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,3.3040427159047847,2.0306348219860992,12.35017298950393,81k-300k
Flat / apartment,Sant Martí,Barcelona,614995.0,134,3,2,0,1975.0,0,0,1,1,1,0,0,0,0,1,1,3.086356414343004,4.371079205477762,2.0306348219860992,13.329369416674306,301k-1.5M
Duplex,El Camp de l'Arpa del Clot,Barcelona,450000.0,309,4,2,0,1940.0,1,0,0,0,1,1,0,0,0,0,0,3.086356414343004,3.3040427159047847,2.866960588752642,13.017002861746503,301k-1.5M
Flat / apartment,El Camp de l'Arpa del Clot,Barcelona,231000.0,60,3,1,1,1969.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.3040427159047847,2.0306348219860992,12.35017298950393,81k-300k
Flat / apartment,El Camp de l'Arpa del Clot,Barcelona,435000.0,124,4,2,2,1962.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,3.3040427159047847,2.0306348219860992,12.983101310070822,301k-1.5M
Flat / apartment,El Camp de l'Arpa del Clot,Barcelona,353000.0,74,3,1,1,1970.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.3040427159047847,2.0306348219860992,12.774223335915432,301k-1.5M
Flat / apartment,El Camp de l'Arpa del Clot,Barcelona,360000.0,84,3,2,3,1970.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.3040427159047847,2.0306348219860992,12.793859310432293,301k-1.5M
Duplex,Sant Martí,Barcelona,330000.0,88,3,2,0,1990.0,0,0,0,0,1,0,1,0,0,0,1,3.086356414343004,4.371079205477762,2.866960588752642,12.706847933442663,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,365000.0,124,4,1,1,1910.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.80765263256463,301k-1.5M
Flat / apartment,El Raval,Barcelona,180000.0,62,3,1,3,1800.0,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.100712129872347,81k-300k
Flat / apartment,El Raval,Barcelona,319000.0,60,3,1,1,1825.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.672946381766982,301k-1.5M
Duplex,El Raval,Barcelona,480000.0,93,0,1,0,1911.8142857142857,0,1,0,0,0,0,0,1,1,1,1,3.086356414343004,3.0609000108096422,2.866960588752642,13.081541382884074,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,250000.0,40,1,1,1,1890.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.429216196844385,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,370000.0,117,3,2,1,1905.485436893204,1,1,1,1,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.821258284620408,301k-1.5M
Flat / apartment,El Raval,Barcelona,319000.0,60,3,1,1,1825.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.672946381766982,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,385000.0,65,0,1,0,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,1.0,12.86099861326992,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,205000.0,37,1,1,3,1900.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.230765258120543,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,376000.0,67,3,1,3,2003.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.837344422372032,301k-1.5M
Flat / apartment,El Raval,Barcelona,949000.0,157,3,2,3,1900.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.763164077592064,301k-1.5M
Flat / apartment,El Raval,Barcelona,335000.0,64,2,1,2,1936.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.721885810807205,301k-1.5M
Flat / apartment,El Raval,Barcelona,949000.0,157,3,2,3,1911.8142857142857,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.763164077592064,301k-1.5M
Flat / apartment,El Raval,Barcelona,235000.0,70,3,1,1,1923.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.367340793126296,81k-300k
Flat / apartment,El Raval,Barcelona,450000.0,116,5,2,1,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.017002861746503,301k-1.5M
Flat / apartment,El Raval,Barcelona,165000.0,50,3,1,5,1900.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.013700752882718,81k-300k
Flat / apartment,El Raval,Barcelona,348000.0,77,1,2,2,1880.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.759957758756611,301k-1.5M
Flat / apartment,El Raval,Barcelona,199000.0,57,1,1,2,2001.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.201060103706627,81k-300k
Flat / apartment,El Raval,Barcelona,270000.0,77,3,1,4,1946.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.506177237980513,81k-300k
Flat / apartment,El Raval,Barcelona,165000.0,43,1,1,1,1900.0,0,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.013700752882718,81k-300k
Flat / apartment,El Raval,Barcelona,260000.0,49,2,1,2,1936.0,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.468436909997664,81k-300k
Penthouse,Ciutat Vella,Barcelona,575000.0,92,2,1,4,2021.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,3.030579199328625,13.262125319779487,301k-1.5M
Flat / apartment,El Raval,Barcelona,103000.0,28,1,1,2,1850.0,0,0,0,0,1,1,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,11.542484267211773,81k-300k
Flat / apartment,El Raval,Barcelona,246000.0,105,1,1,1,1900.0,1,0,1,0,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.4130868149145,81k-300k
Flat / apartment,El Raval,Barcelona,255000.0,62,3,1,6,1911.8142857142857,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.449018824140564,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,505000.0,50,2,1,0,1905.485436893204,0,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.132313708257495,301k-1.5M
Flat / apartment,El Raval,Barcelona,266000.0,86,2,1,1,1896.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.491251587763836,81k-300k
Flat / apartment,El Raval,Barcelona,136000.0,51,3,1,2,1860.0,0,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.820410164718188,81k-300k
Flat / apartment,El Raval,Barcelona,220000.0,36,1,1,3,1911.8142857142857,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.301382825334498,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,124200.0,53,2,1,4,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,11.729648448481516,81k-300k
Flat / apartment,El Raval,Barcelona,620000.0,74,1,1,1,1911.8142857142857,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.337474757021274,301k-1.5M
Flat / apartment,El Raval,Barcelona,142000.0,70,3,1,1,1866.0,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.8635823365834,81k-300k
Duplex,El Raval,Barcelona,220000.0,40,0,1,2,1911.8142857142857,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.866960588752642,12.301382825334498,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,179500.0,59,2,1,1,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.097930486910473,81k-300k
Flat / apartment,El Raval,Barcelona,162000.0,60,0,1,0,1911.8142857142857,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,1.0,11.99535161421452,81k-300k
Flat / apartment,El Gòtic,Barcelona,890000.0,156,2,2,6,1970.0,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.698976741708323,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,839000.0,156,3,3,2,1850.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.639965985449344,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,450000.0,55,1,1,0,1946.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,13.017002861746503,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,349000.0,81,2,1,4,1809.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.762827201184564,301k-1.5M
Penthouse,El Gòtic,Barcelona,525000.0,78,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.030579199328625,13.17115354157376,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,349000.0,81,2,1,4,1809.0,1,0,1,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.762827201184564,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,349000.0,81,2,1,4,1890.0,0,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.762827201184564,301k-1.5M
Penthouse,El Gòtic,Barcelona,775000.0,120,2,1,4,1888.3544303797469,1,1,1,1,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.030579199328625,13.560618308335483,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,280000.0,43,1,1,1,2004.0,0,1,1,0,1,0,0,0,0,1,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.542544882151386,81k-300k
Flat / apartment,El Gòtic,Barcelona,292000.0,91,2,1,1,1870.0,1,0,0,0,1,1,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.58450908125042,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,960000.0,166,1,1,3,1905.485436893204,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.77468856344402,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,859000.0,156,3,3,3,1850.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,13.663524200966393,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,360000.0,81,2,1,4,1890.0,1,0,1,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.793859310432293,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,850000.0,161,2,2,2,2008.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.652991628466498,301k-1.5M
Penthouse,El Gòtic,Barcelona,495000.0,87,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.030579199328625,13.112313041550829,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,960000.0,166,1,1,3,1905.485436893204,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.77468856344402,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,349000.0,81,2,1,4,1809.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.762827201184564,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,365000.0,83,2,2,0,1888.3544303797469,1,1,0,0,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.80765263256463,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,695000.0,120,2,2,1,1888.3544303797469,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.45166712454693,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,119000.0,55,0,2,0,1888.3544303797469,0,0,0,0,1,1,0,0,0,0,1,3.086356414343004,5.5666312148767405,1.0,11.686878772093667,81k-300k
Flat / apartment,El Gòtic,Barcelona,300000.0,65,2,1,2,1888.3544303797469,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.611537753638338,81k-300k
Flat / apartment,El Gòtic,Barcelona,459000.0,101,2,2,1,1910.0,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.036805489042685,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,695000.0,150,3,3,0,1900.0,1,0,0,0,1,0,0,0,0,1,0,3.086356414343004,5.078603488027523,2.0306348219860992,13.45166712454693,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,289000.0,60,2,1,4,1850.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.57418196709457,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,540000.0,96,3,2,4,1840.0,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.199324418540456,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,495000.0,66,2,1,0,1888.3544303797469,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.112313041550829,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,280000.0,60,2,1,2,1879.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.542544882151386,81k-300k
Flat / apartment,El Gòtic,Barcelona,333000.0,78,2,1,1,1936.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.71589776896258,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,295000.0,53,2,1,2,1850.0,1,1,0,1,1,0,0,0,0,1,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.594730635321955,81k-300k
Flat / apartment,La Barceloneta,Barcelona,189000.0,34,2,1,1,1939.7333333333331,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.700615195898554,2.0306348219860992,12.14950229404178,81k-300k
Flat / apartment,La Barceloneta,Barcelona,880000.0,108,3,2,2,2005.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,3.700615195898554,2.0306348219860992,13.687677186454389,301k-1.5M
Flat / apartment,La Barceloneta,Barcelona,319000.0,55,2,1,3,1925.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.700615195898554,2.0306348219860992,12.672946381766982,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,215000.0,45,1,1,0,1927.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.2783933071098,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,215000.0,33,1,1,0,1905.485436893204,1,0,0,0,1,0,0,0,0,1,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.2783933071098,81k-300k
Flat / apartment,La Barceloneta,Barcelona,410000.0,52,2,1,1,1939.7333333333331,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.700615195898554,2.0306348219860992,12.92391243868049,301k-1.5M
Flat / apartment,Horta,Barcelona,309000.0,78,3,2,2,1982.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.411021066707587,2.0306348219860992,12.641096555879882,301k-1.5M
House,Horta Guinardó,Barcelona,729000.0,109,3,2,1,1910.0,0,0,1,0,1,0,0,1,1,1,0,3.086356414343004,3.33959801513142,4.819513954361332,13.499429010990797,301k-1.5M
Flat / apartment,Horta,Barcelona,580000.0,86,3,2,1,1980.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,4.411021066707587,2.0306348219860992,13.270783382522602,301k-1.5M
Flat / apartment,Ciutat Meridiana - Torre Baró - Vallbona,Barcelona,105000.0,67,3,1,8,1971.0,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,1.468664729100301,2.0306348219860992,11.56171562913966,81k-300k
Flat / apartment,Nou Barris,Barcelona,145000.0,68,3,1,7,1974.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.884489021402713,81k-300k
Flat / apartment,Nou Barris,Barcelona,189000.0,117,3,1,1,2006.0,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,1.827804765125539,2.0306348219860992,12.14950229404178,81k-300k
Flat / apartment,Ciutat Meridiana - Torre Baró - Vallbona,Barcelona,137500.0,76,3,1,3,1969.0,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,1.468664729100301,2.0306348219860992,11.831379196088765,81k-300k
Flat / apartment,Nou Barris,Barcelona,90500.0,72,3,1,5,1971.581818181818,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.413105129688017,81k-300k
Flat / apartment,Nou Barris,Barcelona,140000.0,66,3,1,0,1971.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,1.827804765125539,2.0306348219860992,11.84939770159144,81k-300k
Flat / apartment,Nou Barris,Barcelona,76100.0,59,3,1,0,1971.581818181818,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.239803543849778,0-80k
Flat / apartment,La Verneda i la Pau,Barcelona,373000.0,113,4,2,1,1984.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992,12.829333698625952,301k-1.5M
Duplex,Sant Pere - Santa Caterina i la Ribera,Barcelona,395000.0,96,2,2,0,1850.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.866960588752642,12.88664104388326,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,179000.0,73,1,1,0,1920.934523809524,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.095141084822892,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,419000.0,95,3,1,1,1900.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.945626198904275,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,475000.0,150,2,3,1,1855.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.071070083016778,301k-1.5M
